PlotID	SampleID	TubeID	BarcodeID	PrimerPairID	Vol	Conc	Quantity	ProjectID	Investigator	PlatePosition	SpeciesID	HarvestYear
1L	U1tz	A6	Charlie137	16S	15	5.34	NA	Zanne-16S/Zanne-16S	Zanne	A6	QUVE	3
1L	U1bz	B6	Charlie138	ITS-1_4	15	3.96	NA	Zanne-ITS/Zanne-ITS	Zanne	B6	QUVE	3
1L	U1bz	B6	Charlie138	LSU	15	15.43	NA	Zanne-LSU/Zanne-LSU	Zanne	B6	QUVE	3
1L	U1bz	B6	Charlie138	16S	15	4.8	NA	Zanne-16S/Zanne-16S	Zanne	B6	QUVE	3
1L	V1tz	C6	Charlie139	ITS-1_4	15	15.68	NA	Zanne-ITS/Zanne-ITS	Zanne	C6	QUVE2	1
1L	V1tz	C6	Charlie139	LSU	15	40.44	NA	Zanne-LSU/Zanne-LSU	Zanne	C6	QUVE2	1
1L	V1tz	C6	Charlie139	16S	15	11.35	NA	Zanne-16S/Zanne-16S	Zanne	C6	QUVE2	1
1L	V1bz	D6	Charlie140	ITS-1_4	15	17.83	NA	Zanne-ITS/Zanne-ITS	Zanne	D6	QUVE2	1
1L	V1bz	D6	Charlie140	LSU	15	41.43	NA	Zanne-LSU/Zanne-LSU	Zanne	D6	QUVE2	1
1L	V1bz	D6	Charlie140	16S	15	16.7	NA	Zanne-16S/Zanne-16S	Zanne	D6	QUVE2	1
1L	W1tz	E6	Charlie141	ITS-1_4	15	12.66	NA	Zanne-ITS/Zanne-ITS	Zanne	E6	ULRU	3
1L	W1tz	E6	Charlie141	LSU	15	24.34	NA	Zanne-LSU/Zanne-LSU	Zanne	E6	ULRU	3
1L	W1tz	E6	Charlie141	16S	15	11.95	NA	Zanne-16S/Zanne-16S	Zanne	E6	ULRU	3
1L	W1bz	F6	Charlie142	ITS-1_4	15	18.9	NA	Zanne-ITS/Zanne-ITS	Zanne	F6	ULRU	3
1L	W1bz	F6	Charlie142	LSU	15	32.28	NA	Zanne-LSU/Zanne-LSU	Zanne	F6	ULRU	3
1L	W1bz	F6	Charlie142	16S	15	14.61	NA	Zanne-16S/Zanne-16S	Zanne	F6	ULRU	3
1L	X1tz	G6	Charlie143	ITS-1_4	15	5.99	NA	Zanne-ITS/Zanne-ITS	Zanne	G6	VIVU	3
1L	X1tz	G6	Charlie143	LSU	15	35.92	NA	Zanne-LSU/Zanne-LSU	Zanne	G6	VIVU	3
1L	X1tz	G6	Charlie143	16S	15	20.23	NA	Zanne-16S/Zanne-16S	Zanne	G6	VIVU	3
1L	X1bz	H6	Charlie144	ITS-1_4	15	4.6	NA	Zanne-ITS/Zanne-ITS	Zanne	H6	VIVU	3
1L	X1bz	H6	Charlie144	LSU	15	33.45	NA	Zanne-LSU/Zanne-LSU	Zanne	H6	VIVU	3
1L	X1bz	H6	Charlie144	16S	15	29.66	NA	Zanne-16S/Zanne-16S	Zanne	H6	VIVU	3
1L	A1tz	A1	Charlie97	ITS-1_4	15	7.04	NA	Zanne-ITS/Zanne-ITS	Zanne	A1	ACRU	3
1L	A1tz	A1	Charlie97	LSU	15	19.41	NA	Zanne-LSU/Zanne-LSU	Zanne	A1	ACRU	3
1L	A1tz	A1	Charlie97	16S	15	11.77	NA	Zanne-16S/Zanne-16S	Zanne	A1	ACRU	3
1L	A1bz	B1	Charlie98	ITS-1_4	15	7.04	NA	Zanne-ITS/Zanne-ITS	Zanne	B1	ACRU	3
1L	A1bz	B1	Charlie98	LSU	15	14.01	NA	Zanne-LSU/Zanne-LSU	Zanne	B1	ACRU	3
1L	A1bz	B1	Charlie98	16S	15	10.09	NA	Zanne-16S/Zanne-16S	Zanne	B1	ACRU	3
1L	B1tz	C1	Charlie99	ITS-1_4	15	21.4	NA	Zanne-ITS/Zanne-ITS	Zanne	C1	AEGL	3
1L	B1tz	C1	Charlie99	LSU	15	30.68	NA	Zanne-LSU/Zanne-LSU	Zanne	C1	AEGL	3
1L	B1tz	C1	Charlie99	16S	15	5.96	NA	Zanne-16S/Zanne-16S	Zanne	C1	AEGL	3
2L	A3tz	A1	Delta145	ITS-1_4	15	2.29	NA	Zanne-ITS/Zanne-ITS	Zanne	A7	ACRU	3
2L	A3tz	A1	Delta145	LSU	15	17.28	NA	Zanne-LSU/Zanne-LSU	Zanne	A7	ACRU	3
2L	A3tz	A1	Delta145	16S	15	2.33	NA	Zanne-16S/Zanne-16S	Zanne	A7	ACRU	3
2L	A3bz	B1	Delta146	ITS-1_4	15	40.61	NA	Zanne-ITS/Zanne-ITS	Zanne	B7	ACRU	3
2L	A3bz	B1	Delta146	LSU	15	44.04	NA	Zanne-LSU/Zanne-LSU	Zanne	B7	ACRU	3
2L	A3bz	B1	Delta146	16S	15	33.08	NA	Zanne-16S/Zanne-16S	Zanne	B7	ACRU	3
2L	B3tz	C1	Delta147	ITS-1_4	15	2.81	NA	Zanne-ITS/Zanne-ITS	Zanne	C7	AEGL	3
2L	B3tz	C1	Delta147	LSU	15	19.32	NA	Zanne-LSU/Zanne-LSU	Zanne	C7	AEGL	3
2L	B3tz	C1	Delta147	16S	15	3.83	NA	Zanne-16S/Zanne-16S	Zanne	C7	AEGL	3
2L	B3bz	D1	Delta148	ITS-1_4	15	14.04	NA	Zanne-ITS/Zanne-ITS	Zanne	D7	AEGL	3
2L	B3bz	D1	Delta148	LSU	15	11.13	NA	Zanne-LSU/Zanne-LSU	Zanne	D7	AEGL	3
2L	B3bz	D1	Delta148	16S	15	27.91	NA	Zanne-16S/Zanne-16S	Zanne	D7	AEGL	3
2L	C3tz	E1	Delta149	ITS-1_4	15	21.77	NA	Zanne-ITS/Zanne-ITS	Zanne	E7	AMAR	3
2L	C3tz	E1	Delta149	LSU	15	34.05	NA	Zanne-LSU/Zanne-LSU	Zanne	E7	AMAR	3
2L	C3tz	E1	Delta149	16S	15	13.18	NA	Zanne-16S/Zanne-16S	Zanne	E7	AMAR	3
2L	C3bz	F1	Delta150	ITS-1_4	15	10.45	NA	Zanne-ITS/Zanne-ITS	Zanne	F7	AMAR	3
2L	C3bz	F1	Delta150	LSU	15	43.63	NA	Zanne-LSU/Zanne-LSU	Zanne	F7	AMAR	3
2L	C3bz	F1	Delta150	16S	15	10.89	NA	Zanne-16S/Zanne-16S	Zanne	F7	AMAR	3
2L	D3tz	G1	Delta151	ITS-1_4	15	41.12	NA	Zanne-ITS/Zanne-ITS	Zanne	G7	ASTR	3
2L	D3tz	G1	Delta151	LSU	15	47.16	NA	Zanne-LSU/Zanne-LSU	Zanne	G7	ASTR	3
2L	D3tz	G1	Delta151	16S	15	26.47	NA	Zanne-16S/Zanne-16S	Zanne	G7	ASTR	3
2L	D3bz	H1	Delta152	ITS-1_4	15	1.87	NA	Zanne-ITS/Zanne-ITS	Zanne	H7	ASTR	3
2L	D3bz	H1	Delta152	LSU	15	42.15	NA	Zanne-LSU/Zanne-LSU	Zanne	H7	ASTR	3
2L	D3bz	H1	Delta152	16S	15	2.01	NA	Zanne-16S/Zanne-16S	Zanne	H7	ASTR	3
2L	E3tz	A2	Delta153	ITS-1_4	15	21.27	NA	Zanne-ITS/Zanne-ITS	Zanne	A8	CATO	3
2L	E3tz	A2	Delta153	LSU	15	36.31	NA	Zanne-LSU/Zanne-LSU	Zanne	A8	CATO	3
2L	E3tz	A2	Delta153	16S	15	34.39	NA	Zanne-16S/Zanne-16S	Zanne	A8	CATO	3
2L	E3bz	B2	Delta154	ITS-1_4	15	11.89	NA	Zanne-ITS/Zanne-ITS	Zanne	B8	CATO	3
2L	E3bz	B2	Delta154	LSU	15	38.16	NA	Zanne-LSU/Zanne-LSU	Zanne	B8	CATO	3
2L	E3bz	B2	Delta154	16S	15	7.3	NA	Zanne-16S/Zanne-16S	Zanne	B8	CATO	3
2L	F3tz	C2	Delta155	ITS-1_4	15	17.39	NA	Zanne-ITS/Zanne-ITS	Zanne	C8	CEOC	3
2L	F3tz	C2	Delta155	LSU	15	44.51	NA	Zanne-LSU/Zanne-LSU	Zanne	C8	CEOC	3
2L	F3tz	C2	Delta155	16S	15	35.47	NA	Zanne-16S/Zanne-16S	Zanne	C8	CEOC	3
2L	F3bz	D2	Delta156	ITS-1_4	15	31.22	NA	Zanne-ITS/Zanne-ITS	Zanne	D8	CEOC	3
2L	F3bz	D2	Delta156	LSU	15	43.17	NA	Zanne-LSU/Zanne-LSU	Zanne	D8	CEOC	3
2L	F3bz	D2	Delta156	16S	15	30.53	NA	Zanne-16S/Zanne-16S	Zanne	D8	CEOC	3
2L	G3tz	E2	Delta157	ITS-1_4	15	27.42	NA	Zanne-ITS/Zanne-ITS	Zanne	E8	CEOC2	1
2L	G3tz	E2	Delta157	LSU	15	34.68	NA	Zanne-LSU/Zanne-LSU	Zanne	E8	CEOC2	1
2L	G3tz	E2	Delta157	16S	15	26.77	NA	Zanne-16S/Zanne-16S	Zanne	E8	CEOC2	1
2L	G3bz	F2	Delta158	ITS-1_4	15	39.95	NA	Zanne-ITS/Zanne-ITS	Zanne	F8	CEOC2	1
2L	G3bz	F2	Delta158	LSU	15	40.52	NA	Zanne-LSU/Zanne-LSU	Zanne	F8	CEOC2	1
2L	G3bz	F2	Delta158	16S	15	19.32	NA	Zanne-16S/Zanne-16S	Zanne	F8	CEOC2	1
2L	H3tz	G2	Delta159	ITS-1_4	15	20.82	NA	Zanne-ITS/Zanne-ITS	Zanne	G8	COFL	3
2L	H3tz	G2	Delta159	LSU	15	37.44	NA	Zanne-LSU/Zanne-LSU	Zanne	G8	COFL	3
2L	H3tz	G2	Delta159	16S	15	13.99	NA	Zanne-16S/Zanne-16S	Zanne	G8	COFL	3
2L	H3bz	H2	Delta160	ITS-1_4	15	36.01	NA	Zanne-ITS/Zanne-ITS	Zanne	H8	COFL	3
2L	H3bz	H2	Delta160	LSU	15	8.42	NA	Zanne-LSU/Zanne-LSU	Zanne	H8	COFL	3
2L	H3bz	H2	Delta160	16S	15	20.73	NA	Zanne-16S/Zanne-16S	Zanne	H8	COFL	3
2L	I3tz	A3	Delta161	ITS-1_4	15	21.01	NA	Zanne-ITS/Zanne-ITS	Zanne	A9	DIVI	3
2L	I3tz	A3	Delta161	LSU	15	8.8	NA	Zanne-LSU/Zanne-LSU	Zanne	A9	DIVI	3
2L	I3tz	A3	Delta161	16S	15	16.84	NA	Zanne-16S/Zanne-16S	Zanne	A9	DIVI	3
2L	I3bz	B3	Delta162	ITS-1_4	15	17.26	NA	Zanne-ITS/Zanne-ITS	Zanne	B9	DIVI	3
2L	I3bz	B3	Delta162	LSU	15	18.68	NA	Zanne-LSU/Zanne-LSU	Zanne	B9	DIVI	3
2L	I3bz	B3	Delta162	16S	15	16.59	NA	Zanne-16S/Zanne-16S	Zanne	B9	DIVI	3
2L	J3tz	C3	Delta163	ITS-1_4	15	7.57	NA	Zanne-ITS/Zanne-ITS	Zanne	C9	FRAM	3
2L	J3tz	C3	Delta163	LSU	15	8.98	NA	Zanne-LSU/Zanne-LSU	Zanne	C9	FRAM	3
2L	J3tz	C3	Delta163	16S	15	13.54	NA	Zanne-16S/Zanne-16S	Zanne	C9	FRAM	3
2L	J3bz	D3	Delta164	ITS-1_4	15	5.83	NA	Zanne-ITS/Zanne-ITS	Zanne	D9	FRAM	3
2L	J3bz	D3	Delta164	LSU	15	4.24	NA	Zanne-LSU/Zanne-LSU	Zanne	D9	FRAM	3
2L	J3bz	D3	Delta164	16S	15	14.26	NA	Zanne-16S/Zanne-16S	Zanne	D9	FRAM	3
2L	K3tz	E3	Delta165	ITS-1_4	15	25.24	NA	Zanne-ITS/Zanne-ITS	Zanne	E9	GLTR	3
2L	K3tz	E3	Delta165	LSU	15	22.79	NA	Zanne-LSU/Zanne-LSU	Zanne	E9	GLTR	3
2L	K3tz	E3	Delta165	16S	15	29.69	NA	Zanne-16S/Zanne-16S	Zanne	E9	GLTR	3
2L	K3bz	F3	Delta166	ITS-1_4	15	18.97	NA	Zanne-ITS/Zanne-ITS	Zanne	F9	GLTR	3
2L	K3bz	F3	Delta166	LSU	15	26.36	NA	Zanne-LSU/Zanne-LSU	Zanne	F9	GLTR	3
2L	K3bz	F3	Delta166	16S	15	20.79	NA	Zanne-16S/Zanne-16S	Zanne	F9	GLTR	3
2L	L3tz	G3	Delta167	ITS-1_4	15	1.74	NA	Zanne-ITS/Zanne-ITS	Zanne	G9	JUNI	1
2L	L3tz	G3	Delta167	LSU	15	23.3	NA	Zanne-LSU/Zanne-LSU	Zanne	G9	JUNI	1
2L	L3tz	G3	Delta167	16S	15	2.58	NA	Zanne-16S/Zanne-16S	Zanne	G9	JUNI	1
2L	L3bz	H3	Delta168	ITS-1_4	15	5.15	NA	Zanne-ITS/Zanne-ITS	Zanne	H9	JUNI	1
2L	L3bz	H3	Delta168	LSU	15	31.18	NA	Zanne-LSU/Zanne-LSU	Zanne	H9	JUNI	1
2L	L3bz	H3	Delta168	16S	15	2.75	NA	Zanne-16S/Zanne-16S	Zanne	H9	JUNI	1
2L	M3tz	A4	Delta169	ITS-1_4	15	3.06	NA	Zanne-ITS/Zanne-ITS	Zanne	A10	JUVI	3
2L	M3tz	A4	Delta169	LSU	15	13.94	NA	Zanne-LSU/Zanne-LSU	Zanne	A10	JUVI	3
2L	M3tz	A4	Delta169	16S	15	3.79	NA	Zanne-16S/Zanne-16S	Zanne	A10	JUVI	3
2L	M3bz	B4	Delta170	ITS-1_4	15	3.53	NA	Zanne-ITS/Zanne-ITS	Zanne	B10	JUVI	3
2L	M3bz	B4	Delta170	LSU	15	8.96	NA	Zanne-LSU/Zanne-LSU	Zanne	B10	JUVI	3
2L	M3bz	B4	Delta170	16S	15	3.46	NA	Zanne-16S/Zanne-16S	Zanne	B10	JUVI	3
2L	N3tz	C4	Delta171	ITS-1_4	15	10.12	NA	Zanne-ITS/Zanne-ITS	Zanne	C10	JUVI2	1
2L	N3tz	C4	Delta171	LSU	15	40.4	NA	Zanne-LSU/Zanne-LSU	Zanne	C10	JUVI2	1
2L	N3tz	C4	Delta171	16S	15	9.32	NA	Zanne-16S/Zanne-16S	Zanne	C10	JUVI2	1
2L	N3bz	D4	Delta172	ITS-1_4	15	8.04	NA	Zanne-ITS/Zanne-ITS	Zanne	D10	JUVI2	1
2L	N3bz	D4	Delta172	LSU	15	28.95	NA	Zanne-LSU/Zanne-LSU	Zanne	D10	JUVI2	1
2L	N3bz	D4	Delta172	16S	15	32.61	NA	Zanne-16S/Zanne-16S	Zanne	D10	JUVI2	1
2L	O3tz	E4	Delta173	ITS-1_4	15	7.83	NA	Zanne-ITS/Zanne-ITS	Zanne	E10	LOMA	1
2L	O3tz	E4	Delta173	LSU	15	11.44	NA	Zanne-LSU/Zanne-LSU	Zanne	E10	LOMA	1
2L	O3tz	E4	Delta173	16S	15	6.19	NA	Zanne-16S/Zanne-16S	Zanne	E10	LOMA	1
2L	O3bz	F4	Delta174	ITS-1_4	15	15.1	NA	Zanne-ITS/Zanne-ITS	Zanne	F10	LOMA	1
2L	O3bz	F4	Delta174	LSU	15	31.95	NA	Zanne-LSU/Zanne-LSU	Zanne	F10	LOMA	1
2L	O3bz	F4	Delta174	16S	15	7.07	NA	Zanne-16S/Zanne-16S	Zanne	F10	LOMA	1
2L	P3tz	G4	Delta175	ITS-1_4	15	11.53	NA	Zanne-ITS/Zanne-ITS	Zanne	G10	PIEC	1
2L	P3tz	G4	Delta175	LSU	15	40.26	NA	Zanne-LSU/Zanne-LSU	Zanne	G10	PIEC	1
2L	P3tz	G4	Delta175	16S	15	24.45	NA	Zanne-16S/Zanne-16S	Zanne	G10	PIEC	1
2L	P3bz	H4	Delta176	ITS-1_4	15	38.18	NA	Zanne-ITS/Zanne-ITS	Zanne	H10	PIEC	1
2L	P3bz	H4	Delta176	LSU	15	43.88	NA	Zanne-LSU/Zanne-LSU	Zanne	H10	PIEC	1
2L	P3bz	H4	Delta176	16S	15	14.2	NA	Zanne-16S/Zanne-16S	Zanne	H10	PIEC	1
2L	Q3tz	A5	Delta177	ITS-1_4	15	0.38	NA	Zanne-ITS/Zanne-ITS	Zanne	A11	PIST	3
2L	Q3tz	A5	Delta177	LSU	15	1.06	NA	Zanne-LSU/Zanne-LSU	Zanne	A11	PIST	3
2L	Q3tz	A5	Delta177	16S	15	1.13	NA	Zanne-16S/Zanne-16S	Zanne	A11	PIST	3
2L	Q3bz	B5	Delta178	ITS-1_4	15	0.43	NA	Zanne-ITS/Zanne-ITS	Zanne	B11	PIST	3
2L	Q3bz	B5	Delta178	LSU	15	1.19	NA	Zanne-LSU/Zanne-LSU	Zanne	B11	PIST	3
2L	Q3bz	B5	Delta178	16S	15	1.12	NA	Zanne-16S/Zanne-16S	Zanne	B11	PIST	3
2L	R3tz	C5	Delta179	ITS-1_4	15	0.64	NA	Zanne-ITS/Zanne-ITS	Zanne	C11	PLOC	3
2L	R3tz	C5	Delta179	LSU	15	1.31	NA	Zanne-LSU/Zanne-LSU	Zanne	C11	PLOC	3
2L	R3tz	C5	Delta179	16S	15	1.25	NA	Zanne-16S/Zanne-16S	Zanne	C11	PLOC	3
2L	R3bz	D5	Delta180	ITS-1_4	15	0.66	NA	Zanne-ITS/Zanne-ITS	Zanne	D11	PLOC	3
2L	R3bz	D5	Delta180	LSU	15	1.28	NA	Zanne-LSU/Zanne-LSU	Zanne	D11	PLOC	3
2L	R3bz	D5	Delta180	16S	15	1.39	NA	Zanne-16S/Zanne-16S	Zanne	D11	PLOC	3
2L	S3tz	E5	Delta181	ITS-1_4	15	0.41	NA	Zanne-ITS/Zanne-ITS	Zanne	E11	PRSE/PRVI	3
2L	S3tz	E5	Delta181	LSU	15	1.34	NA	Zanne-LSU/Zanne-LSU	Zanne	E11	PRSE/PRVI	3
2L	S3tz	E5	Delta181	16S	15	1.24	NA	Zanne-16S/Zanne-16S	Zanne	E11	PRSE/PRVI	3
2L	S3bz	F5	Delta182	ITS-1_4	15	0.45	NA	Zanne-ITS/Zanne-ITS	Zanne	F11	PRSE/PRVI	3
2L	S3bz	F5	Delta182	LSU	15	1.2	NA	Zanne-LSU/Zanne-LSU	Zanne	F11	PRSE/PRVI	3
2L	S3bz	F5	Delta182	16S	15	1.2	NA	Zanne-16S/Zanne-16S	Zanne	F11	PRSE/PRVI	3
2L	T3tz	G5	Delta183	ITS-1_4	15	0.47	NA	Zanne-ITS/Zanne-ITS	Zanne	G11	QUAL	1
2L	T3tz	G5	Delta183	LSU	15	1.47	NA	Zanne-LSU/Zanne-LSU	Zanne	G11	QUAL	1
2L	T3tz	G5	Delta183	16S	15	1.32	NA	Zanne-16S/Zanne-16S	Zanne	G11	QUAL	1
2L	T3bz	H5	Delta184	ITS-1_4	15	0.39	NA	Zanne-ITS/Zanne-ITS	Zanne	H11	QUAL	1
2L	T3bz	H5	Delta184	LSU	15	1.2	NA	Zanne-LSU/Zanne-LSU	Zanne	H11	QUAL	1
2L	T3bz	H5	Delta184	16S	15	1.18	NA	Zanne-16S/Zanne-16S	Zanne	H11	QUAL	1
2L	U3tz	A6	Delta185	ITS-1_4	15	1.09	NA	Zanne-ITS/Zanne-ITS	Zanne	A12	QUVE	3
2L	U3tz	A6	Delta185	LSU	15	1.16	NA	Zanne-LSU/Zanne-LSU	Zanne	A12	QUVE	3
2L	U3tz	A6	Delta185	16S	15	0.97	NA	Zanne-16S/Zanne-16S	Zanne	A12	QUVE	3
2L	U3bz	B6	Delta186	ITS-1_4	15	1.24	NA	Zanne-ITS/Zanne-ITS	Zanne	B12	QUVE	3
2L	U3bz	B6	Delta186	LSU	15	1.07	NA	Zanne-LSU/Zanne-LSU	Zanne	B12	QUVE	3
2L	U3bz	B6	Delta186	16S	15	0.98	NA	Zanne-16S/Zanne-16S	Zanne	B12	QUVE	3
2L	V3tz	C6	Delta187	ITS-1_4	15	1.13	NA	Zanne-ITS/Zanne-ITS	Zanne	C12	QUVE2	1
2L	V3tz	C6	Delta187	LSU	15	1.12	NA	Zanne-LSU/Zanne-LSU	Zanne	C12	QUVE2	1
2L	V3tz	C6	Delta187	16S	15	0.97	NA	Zanne-16S/Zanne-16S	Zanne	C12	QUVE2	1
2L	V3bz	D6	Delta188	ITS-1_4	15	1.2	NA	Zanne-ITS/Zanne-ITS	Zanne	D12	QUVE2	1
2L	V3bz	D6	Delta188	LSU	15	1.19	NA	Zanne-LSU/Zanne-LSU	Zanne	D12	QUVE2	1
2L	V3bz	D6	Delta188	16S	15	1	NA	Zanne-16S/Zanne-16S	Zanne	D12	QUVE2	1
2L	W3tz	E6	Delta189	ITS-1_4	15	1.31	NA	Zanne-ITS/Zanne-ITS	Zanne	E12	ULRU	3
2L	W3tz	E6	Delta189	LSU	15	1.22	NA	Zanne-LSU/Zanne-LSU	Zanne	E12	ULRU	3
2L	W3tz	E6	Delta189	16S	15	1.42	NA	Zanne-16S/Zanne-16S	Zanne	E12	ULRU	3
2L	W3bz	F6	Delta190	ITS-1_4	15	1.14	NA	Zanne-ITS/Zanne-ITS	Zanne	F12	ULRU	3
2L	W3bz	F6	Delta190	LSU	15	1.71	NA	Zanne-LSU/Zanne-LSU	Zanne	F12	ULRU	3
2L	W3bz	F6	Delta190	16S	15	2.25	NA	Zanne-16S/Zanne-16S	Zanne	F12	ULRU	3
2L	X3tz	G6	Delta191	ITS-1_4	15	1.25	NA	Zanne-ITS/Zanne-ITS	Zanne	G12	VIVU	3
2L	X3tz	G6	Delta191	LSU	15	1.16	NA	Zanne-LSU/Zanne-LSU	Zanne	G12	VIVU	3
2L	X3tz	G6	Delta191	16S	15	0.96	NA	Zanne-16S/Zanne-16S	Zanne	G12	VIVU	3
2L	X3bz	H6	Delta192	ITS-1_4	15	1.33	NA	Zanne-ITS/Zanne-ITS	Zanne	H12	VIVU	3
2L	X3bz	H6	Delta192	LSU	15	1	NA	Zanne-LSU/Zanne-LSU	Zanne	H12	VIVU	3
2L	X3bz	H6	Delta192	16S	15	1.47	NA	Zanne-16S/Zanne-16S	Zanne	H12	VIVU	3
3H	A6tz	A1	Echo193	ITS-1_4	15	29.99	NA	Zanne-ITS/Zanne-ITS	Zanne	A1	ACRU	3
3H	A6tz	A1	Echo193	LSU	15	2.9	NA	Zanne-LSU/Zanne-LSU	Zanne	A1	ACRU	3
3H	A6tz	A1	Echo193	16S	15	39.45	NA	Zanne-16S/Zanne-16S	Zanne	A1	ACRU	3
3H	A6bz	B1	Echo194	ITS-1_4	15	9.31	NA	Zanne-ITS/Zanne-ITS	Zanne	B1	ACRU	3
3H	A6bz	B1	Echo194	LSU	15	9.02	NA	Zanne-LSU/Zanne-LSU	Zanne	B1	ACRU	3
3H	A6bz	B1	Echo194	16S	15	40.49	NA	Zanne-16S/Zanne-16S	Zanne	B1	ACRU	3
3H	B6tz	C1	Echo195	ITS-1_4	15	1.81	NA	Zanne-ITS/Zanne-ITS	Zanne	C1	AEGL	3
3H	B6tz	C1	Echo195	LSU	15	2.93	NA	Zanne-LSU/Zanne-LSU	Zanne	C1	AEGL	3
3H	B6tz	C1	Echo195	16S	15	2.82	NA	Zanne-16S/Zanne-16S	Zanne	C1	AEGL	3
3H	B6bz	D1	Echo196	ITS-1_4	15	2.75	NA	Zanne-ITS/Zanne-ITS	Zanne	D1	AEGL	3
3H	B6bz	D1	Echo196	LSU	15	2.95	NA	Zanne-LSU/Zanne-LSU	Zanne	D1	AEGL	3
3H	B6bz	D1	Echo196	16S	15	2.74	NA	Zanne-16S/Zanne-16S	Zanne	D1	AEGL	3
3H	C6tz	E1	Echo197	ITS-1_4	15	7.93	NA	Zanne-ITS/Zanne-ITS	Zanne	E1	AMAR	3
3H	C6tz	E1	Echo197	LSU	15	36.17	NA	Zanne-LSU/Zanne-LSU	Zanne	E1	AMAR	3
3H	C6tz	E1	Echo197	16S	15	46.06	NA	Zanne-16S/Zanne-16S	Zanne	E1	AMAR	3
3H	C6bz	F1	Echo198	ITS-1_4	15	15.12	NA	Zanne-ITS/Zanne-ITS	Zanne	F1	AMAR	3
3H	C6bz	F1	Echo198	LSU	15	20.72	NA	Zanne-LSU/Zanne-LSU	Zanne	F1	AMAR	3
3H	C6bz	F1	Echo198	16S	15	37.35	NA	Zanne-16S/Zanne-16S	Zanne	F1	AMAR	3
3H	D6tz	G1	Echo199	ITS-1_4	15	4.25	NA	Zanne-ITS/Zanne-ITS	Zanne	G1	ASTR	3
3H	D6tz	G1	Echo199	LSU	15	33.87	NA	Zanne-LSU/Zanne-LSU	Zanne	G1	ASTR	3
3H	D6tz	G1	Echo199	16S	15	20.86	NA	Zanne-16S/Zanne-16S	Zanne	G1	ASTR	3
3H	D6bz	H1	Echo200	ITS-1_4	15	21.83	NA	Zanne-ITS/Zanne-ITS	Zanne	H1	ASTR	3
3H	D6bz	H1	Echo200	LSU	15	26.55	NA	Zanne-LSU/Zanne-LSU	Zanne	H1	ASTR	3
3H	D6bz	H1	Echo200	16S	15	28.83	NA	Zanne-16S/Zanne-16S	Zanne	H1	ASTR	3
3H	E6tz	A2	Echo201	ITS-1_4	15	3.73	NA	Zanne-ITS/Zanne-ITS	Zanne	A2	CATO	3
3H	E6tz	A2	Echo201	LSU	15	22.71	NA	Zanne-LSU/Zanne-LSU	Zanne	A2	CATO	3
3H	E6tz	A2	Echo201	16S	15	31.51	NA	Zanne-16S/Zanne-16S	Zanne	A2	CATO	3
3H	E6bz	B2	Echo202	ITS-1_4	15	13.25	NA	Zanne-ITS/Zanne-ITS	Zanne	B2	CATO	3
3H	E6bz	B2	Echo202	LSU	15	39.79	NA	Zanne-LSU/Zanne-LSU	Zanne	B2	CATO	3
3H	E6bz	B2	Echo202	16S	15	36.31	NA	Zanne-16S/Zanne-16S	Zanne	B2	CATO	3
3H	F6tz	C2	Echo203	ITS-1_4	15	21.08	NA	Zanne-ITS/Zanne-ITS	Zanne	C2	CEOC	3
3H	F6tz	C2	Echo203	LSU	15	40.12	NA	Zanne-LSU/Zanne-LSU	Zanne	C2	CEOC	3
3H	F6tz	C2	Echo203	16S	15	43.66	NA	Zanne-16S/Zanne-16S	Zanne	C2	CEOC	3
3H	F6bz	D2	Echo204	ITS-1_4	15	15.35	NA	Zanne-ITS/Zanne-ITS	Zanne	D2	CEOC	3
3H	F6bz	D2	Echo204	LSU	15	25.76	NA	Zanne-LSU/Zanne-LSU	Zanne	D2	CEOC	3
3H	F6bz	D2	Echo204	16S	15	42.55	NA	Zanne-16S/Zanne-16S	Zanne	D2	CEOC	3
3H	G6tz	E2	Echo205	ITS-1_4	15	9.01	NA	Zanne-ITS/Zanne-ITS	Zanne	E2	CEOC2	1
3H	G6tz	E2	Echo205	LSU	15	40.94	NA	Zanne-LSU/Zanne-LSU	Zanne	E2	CEOC2	1
3H	G6tz	E2	Echo205	16S	15	54.66	NA	Zanne-16S/Zanne-16S	Zanne	E2	CEOC2	1
3H	G6bz	F2	Echo206	ITS-1_4	15	19.85	NA	Zanne-ITS/Zanne-ITS	Zanne	F2	CEOC2	1
3H	G6bz	F2	Echo206	LSU	15	43.1	NA	Zanne-LSU/Zanne-LSU	Zanne	F2	CEOC2	1
3H	G6bz	F2	Echo206	16S	15	46.49	NA	Zanne-16S/Zanne-16S	Zanne	F2	CEOC2	1
3H	H6tz	G2	Echo207	ITS-1_4	15	11.81	NA	Zanne-ITS/Zanne-ITS	Zanne	G2	COFL	3
3H	H6tz	G2	Echo207	LSU	15	44.29	NA	Zanne-LSU/Zanne-LSU	Zanne	G2	COFL	3
3H	H6tz	G2	Echo207	16S	15	29.4	NA	Zanne-16S/Zanne-16S	Zanne	G2	COFL	3
3H	H6bz	H2	Echo208	ITS-1_4	15	15.21	NA	Zanne-ITS/Zanne-ITS	Zanne	H2	COFL	3
3H	H6bz	H2	Echo208	LSU	15	40.66	NA	Zanne-LSU/Zanne-LSU	Zanne	H2	COFL	3
