PlotID	SampleID	TubeID	BarcodeID	PrimerPairID	Vol	Conc	Quantity	ProjectID	Investigator	PlatePosition	SpeciesID	HarvestYear
4L	G7bz	F2	Bravo62	ITS-1_4	15	8.79	NA	Zanne-ITS/Zanne-ITS	Zanne	F8	CEOC2	1
4L	G7bz	F2	Bravo62	LSU	15	10.09	NA	Zanne-LSU/Zanne-LSU	Zanne	F8	CEOC2	1
4L	G7bz	F2	Bravo62	16S	15	40.07	NA	Zanne-16S/Zanne-16S	Zanne	F8	CEOC2	1
4L	H7tz	G2	Bravo63	ITS-1_4	15	2.37	NA	Zanne-ITS/Zanne-ITS	Zanne	G8	COFL	3
4L	H7tz	G2	Bravo63	LSU	15	2.29	NA	Zanne-LSU/Zanne-LSU	Zanne	G8	COFL	3
4L	H7tz	G2	Bravo63	16S	15	2.2	NA	Zanne-16S/Zanne-16S	Zanne	G8	COFL	3
4L	H7bz	H2	Bravo64	ITS-1_4	15	2.29	NA	Zanne-ITS/Zanne-ITS	Zanne	H8	COFL	3
4L	H7bz	H2	Bravo64	LSU	15	3.34	NA	Zanne-LSU/Zanne-LSU	Zanne	H8	COFL	3
4L	H7bz	H2	Bravo64	16S	15	34.12	NA	Zanne-16S/Zanne-16S	Zanne	H8	COFL	3
4L	I7tz	A3	Bravo65	ITS-1_4	15	2.63	NA	Zanne-ITS/Zanne-ITS	Zanne	A9	DIVI	3
4L	I7tz	A3	Bravo65	LSU	15	6.06	NA	Zanne-LSU/Zanne-LSU	Zanne	A9	DIVI	3
4L	I7tz	A3	Bravo65	16S	15	7.31	NA	Zanne-16S/Zanne-16S	Zanne	A9	DIVI	3
4L	I7bz	B3	Bravo66	ITS-1_4	15	2.47	NA	Zanne-ITS/Zanne-ITS	Zanne	B9	DIVI	3
4L	I7bz	B3	Bravo66	LSU	15	2.62	NA	Zanne-LSU/Zanne-LSU	Zanne	B9	DIVI	3
4L	I7bz	B3	Bravo66	16S	15	23.44	NA	Zanne-16S/Zanne-16S	Zanne	B9	DIVI	3
4L	J7tz	C3	Bravo67	ITS-1_4	15	2.45	NA	Zanne-ITS/Zanne-ITS	Zanne	C9	FRAM	3
4L	J7tz	C3	Bravo67	LSU	15	3.97	NA	Zanne-LSU/Zanne-LSU	Zanne	C9	FRAM	3
4L	J7tz	C3	Bravo67	16S	15	45.92	NA	Zanne-16S/Zanne-16S	Zanne	C9	FRAM	3
4L	J7bz	D3	Bravo68	ITS-1_4	15	2.22	NA	Zanne-ITS/Zanne-ITS	Zanne	D9	FRAM	3
4L	J7bz	D3	Bravo68	LSU	15	2.57	NA	Zanne-LSU/Zanne-LSU	Zanne	D9	FRAM	3
4L	J7bz	D3	Bravo68	16S	15	33.84	NA	Zanne-16S/Zanne-16S	Zanne	D9	FRAM	3
4L	K7tz	E3	Bravo69	ITS-1_4	15	4.72	NA	Zanne-ITS/Zanne-ITS	Zanne	E9	GLTR	3
4L	K7tz	E3	Bravo69	LSU	15	17.23	NA	Zanne-LSU/Zanne-LSU	Zanne	E9	GLTR	3
4L	K7tz	E3	Bravo69	16S	15	42.4	NA	Zanne-16S/Zanne-16S	Zanne	E9	GLTR	3
4L	K7bz	F3	Bravo70	ITS-1_4	15	2.54	NA	Zanne-ITS/Zanne-ITS	Zanne	F9	GLTR	3
4L	K7bz	F3	Bravo70	LSU	15	2.23	NA	Zanne-LSU/Zanne-LSU	Zanne	F9	GLTR	3
4L	K7bz	F3	Bravo70	16S	15	42.11	NA	Zanne-16S/Zanne-16S	Zanne	F9	GLTR	3
4L	L7tz	G3	Bravo71	ITS-1_4	15	2.38	NA	Zanne-ITS/Zanne-ITS	Zanne	G9	JUNI	1
4L	L7tz	G3	Bravo71	LSU	15	2.24	NA	Zanne-LSU/Zanne-LSU	Zanne	G9	JUNI	1
4L	L7tz	G3	Bravo71	16S	15	2.78	NA	Zanne-16S/Zanne-16S	Zanne	G9	JUNI	1
4L	L7bz	H3	Bravo72	ITS-1_4	15	2.25	NA	Zanne-ITS/Zanne-ITS	Zanne	H9	JUNI	1
4L	L7bz	H3	Bravo72	LSU	15	1.88	NA	Zanne-LSU/Zanne-LSU	Zanne	H9	JUNI	1
4L	L7bz	H3	Bravo72	16S	15	2.05	NA	Zanne-16S/Zanne-16S	Zanne	H9	JUNI	1
4L	M7tz	A4	Bravo73	ITS-1_4	15	2.81	NA	Zanne-ITS/Zanne-ITS	Zanne	A10	JUVI	3
4L	M7tz	A4	Bravo73	LSU	15	19.14	NA	Zanne-LSU/Zanne-LSU	Zanne	A10	JUVI	3
4L	M7tz	A4	Bravo73	16S	15	10.96	NA	Zanne-16S/Zanne-16S	Zanne	A10	JUVI	3
4L	M7bz	B4	Bravo74	ITS-1_4	15	2.5	NA	Zanne-ITS/Zanne-ITS	Zanne	B10	JUVI	3
4L	M7bz	B4	Bravo74	LSU	15	6.45	NA	Zanne-LSU/Zanne-LSU	Zanne	B10	JUVI	3
4L	M7bz	B4	Bravo74	16S	15	25.54	NA	Zanne-16S/Zanne-16S	Zanne	B10	JUVI	3
4L	N7tz	C4	Bravo75	ITS-1_4	15	2.63	NA	Zanne-ITS/Zanne-ITS	Zanne	C10	JUVI2	1
4L	N7tz	C4	Bravo75	LSU	15	4.39	NA	Zanne-LSU/Zanne-LSU	Zanne	C10	JUVI2	1
4L	N7tz	C4	Bravo75	16S	15	31.39	NA	Zanne-16S/Zanne-16S	Zanne	C10	JUVI2	1
4L	N7bz	D4	Bravo76	ITS-1_4	15	2.76	NA	Zanne-ITS/Zanne-ITS	Zanne	D10	JUVI2	1
4L	N7bz	D4	Bravo76	LSU	15	4.47	NA	Zanne-LSU/Zanne-LSU	Zanne	D10	JUVI2	1
4L	N7bz	D4	Bravo76	16S	15	46.03	NA	Zanne-16S/Zanne-16S	Zanne	D10	JUVI2	1
4L	O7tz	E4	Bravo77	ITS-1_4	15	5.76	NA	Zanne-ITS/Zanne-ITS	Zanne	E10	LOMA	1
4L	O7tz	E4	Bravo77	LSU	15	20.32	NA	Zanne-LSU/Zanne-LSU	Zanne	E10	LOMA	1
4L	O7tz	E4	Bravo77	16S	15	40.36	NA	Zanne-16S/Zanne-16S	Zanne	E10	LOMA	1
4L	O7bz	F4	Bravo78	ITS-1_4	15	3.94	NA	Zanne-ITS/Zanne-ITS	Zanne	F10	LOMA	1
4L	O7bz	F4	Bravo78	LSU	15	19.35	NA	Zanne-LSU/Zanne-LSU	Zanne	F10	LOMA	1
4L	O7bz	F4	Bravo78	16S	15	43.79	NA	Zanne-16S/Zanne-16S	Zanne	F10	LOMA	1
4L	P7tz	G4	Bravo79	ITS-1_4	15	2.57	NA	Zanne-ITS/Zanne-ITS	Zanne	G10	PIEC	1
4L	P7tz	G4	Bravo79	LSU	15	2.78	NA	Zanne-LSU/Zanne-LSU	Zanne	G10	PIEC	1
4L	P7tz	G4	Bravo79	16S	15	27.15	NA	Zanne-16S/Zanne-16S	Zanne	G10	PIEC	1
4L	P7bz	H4	Bravo80	ITS-1_4	15	2.06	NA	Zanne-ITS/Zanne-ITS	Zanne	H10	PIEC	1
4L	P7bz	H4	Bravo80	LSU	15	3.06	NA	Zanne-LSU/Zanne-LSU	Zanne	H10	PIEC	1
4L	P7bz	H4	Bravo80	16S	15	41.89	NA	Zanne-16S/Zanne-16S	Zanne	H10	PIEC	1
4L	Q7tz	A5	Bravo81	ITS-1_4	15	2.79	NA	Zanne-ITS/Zanne-ITS	Zanne	A11	PIST	3
4L	Q7tz	A5	Bravo81	LSU	15	7.03	NA	Zanne-LSU/Zanne-LSU	Zanne	A11	PIST	3
4L	Q7tz	A5	Bravo81	16S	15	12.22	NA	Zanne-16S/Zanne-16S	Zanne	A11	PIST	3
4L	Q7bz	B5	Bravo82	ITS-1_4	15	3.39	NA	Zanne-ITS/Zanne-ITS	Zanne	B11	PIST	3
4L	Q7bz	B5	Bravo82	LSU	15	11.2	NA	Zanne-LSU/Zanne-LSU	Zanne	B11	PIST	3
4L	Q7bz	B5	Bravo82	16S	15	21.19	NA	Zanne-16S/Zanne-16S	Zanne	B11	PIST	3
4L	R7tz	C5	Bravo83	ITS-1_4	15	2.2	NA	Zanne-ITS/Zanne-ITS	Zanne	C11	PLOC	3
4L	R7tz	C5	Bravo83	LSU	15	2.78	NA	Zanne-LSU/Zanne-LSU	Zanne	C11	PLOC	3
4L	R7tz	C5	Bravo83	16S	15	3.18	NA	Zanne-16S/Zanne-16S	Zanne	C11	PLOC	3
4L	R7bz	D5	Bravo84	ITS-1_4	15	4.91	NA	Zanne-ITS/Zanne-ITS	Zanne	D11	PLOC	3
4L	R7bz	D5	Bravo84	LSU	15	4.08	NA	Zanne-LSU/Zanne-LSU	Zanne	D11	PLOC	3
4L	R7bz	D5	Bravo84	16S	15	37.41	NA	Zanne-16S/Zanne-16S	Zanne	D11	PLOC	3
4L	S7tz	E5	Bravo85	ITS-1_4	15	14.15	NA	Zanne-ITS/Zanne-ITS	Zanne	E11	PRSE/PRVI	3
4L	S7tz	E5	Bravo85	LSU	15	15.09	NA	Zanne-LSU/Zanne-LSU	Zanne	E11	PRSE/PRVI	3
4L	S7tz	E5	Bravo85	16S	15	43.25	NA	Zanne-16S/Zanne-16S	Zanne	E11	PRSE/PRVI	3
4L	S7bz	F5	Bravo86	ITS-1_4	15	2.88	NA	Zanne-ITS/Zanne-ITS	Zanne	F11	PRSE/PRVI	3
4L	S7bz	F5	Bravo86	LSU	15	2.36	NA	Zanne-LSU/Zanne-LSU	Zanne	F11	PRSE/PRVI	3
4L	S7bz	F5	Bravo86	16S	15	38.39	NA	Zanne-16S/Zanne-16S	Zanne	F11	PRSE/PRVI	3
4L	T7tz	G5	Bravo87	ITS-1_4	15	23.26	NA	Zanne-ITS/Zanne-ITS	Zanne	G11	QUAL	1
4L	T7tz	G5	Bravo87	LSU	15	2.72	NA	Zanne-LSU/Zanne-LSU	Zanne	G11	QUAL	1
4L	T7tz	G5	Bravo87	16S	15	34.53	NA	Zanne-16S/Zanne-16S	Zanne	G11	QUAL	1
4L	T7bz	H5	Bravo88	ITS-1_4	15	4.94	NA	Zanne-ITS/Zanne-ITS	Zanne	H11	QUAL	1
4L	T7bz	H5	Bravo88	LSU	15	4.19	NA	Zanne-LSU/Zanne-LSU	Zanne	H11	QUAL	1
4L	T7bz	H5	Bravo88	16S	15	29.32	NA	Zanne-16S/Zanne-16S	Zanne	H11	QUAL	1
4L	U7tz	A6	Bravo89	ITS-1_4	15	6.55	NA	Zanne-ITS/Zanne-ITS	Zanne	A12	QUVE	3
4L	U7tz	A6	Bravo89	LSU	15	11.07	NA	Zanne-LSU/Zanne-LSU	Zanne	A12	QUVE	3
4L	U7tz	A6	Bravo89	16S	15	1.58	NA	Zanne-16S/Zanne-16S	Zanne	A12	QUVE	3
4L	U7bz	B6	Bravo90	ITS-1_4	15	3.74	NA	Zanne-ITS/Zanne-ITS	Zanne	B12	QUVE	3
4L	U7bz	B6	Bravo90	LSU	15	9.74	NA	Zanne-LSU/Zanne-LSU	Zanne	B12	QUVE	3
4L	U7bz	B6	Bravo90	16S	15	27.96	NA	Zanne-16S/Zanne-16S	Zanne	B12	QUVE	3
4L	V7tz	C6	Bravo91	ITS-1_4	15	5.3	NA	Zanne-ITS/Zanne-ITS	Zanne	C12	QUVE2	1
4L	V7tz	C6	Bravo91	LSU	15	16.21	NA	Zanne-LSU/Zanne-LSU	Zanne	C12	QUVE2	1
4L	V7tz	C6	Bravo91	16S	15	34.17	NA	Zanne-16S/Zanne-16S	Zanne	C12	QUVE2	1
4L	V7bz	D6	Bravo92	ITS-1_4	15	4.88	NA	Zanne-ITS/Zanne-ITS	Zanne	D12	QUVE2	1
4L	V7bz	D6	Bravo92	LSU	15	27.9	NA	Zanne-LSU/Zanne-LSU	Zanne	D12	QUVE2	1
4L	V7bz	D6	Bravo92	16S	15	3.22	NA	Zanne-16S/Zanne-16S	Zanne	D12	QUVE2	1
4L	W7tz	E6	Bravo93	ITS-1_4	15	8.74	NA	Zanne-ITS/Zanne-ITS	Zanne	E12	ULRU	3
4L	W7tz	E6	Bravo93	LSU	15	45.92	NA	Zanne-LSU/Zanne-LSU	Zanne	E12	ULRU	3
4L	W7tz	E6	Bravo93	16S	15	51.67	NA	Zanne-16S/Zanne-16S	Zanne	E12	ULRU	3
4L	W7bz	F6	Bravo94	ITS-1_4	15	2.89	NA	Zanne-ITS/Zanne-ITS	Zanne	F12	ULRU	3
4L	W7bz	F6	Bravo94	LSU	15	4.22	NA	Zanne-LSU/Zanne-LSU	Zanne	F12	ULRU	3
4L	W7bz	F6	Bravo94	16S	15	22.58	NA	Zanne-16S/Zanne-16S	Zanne	F12	ULRU	3
4L	X7tz	G6	Bravo95	ITS-1_4	15	4.49	NA	Zanne-ITS/Zanne-ITS	Zanne	G12	VIVU	3
4L	X7tz	G6	Bravo95	LSU	15	27.28	NA	Zanne-LSU/Zanne-LSU	Zanne	G12	VIVU	3
4L	X7tz	G6	Bravo95	16S	15	8.64	NA	Zanne-16S/Zanne-16S	Zanne	G12	VIVU	3
4L	X7bz	H6	Bravo96	ITS-1_4	15	6.65	NA	Zanne-ITS/Zanne-ITS	Zanne	H12	VIVU	3
4L	X7bz	H6	Bravo96	LSU	15	22.01	NA	Zanne-LSU/Zanne-LSU	Zanne	H12	VIVU	3
4L	X7bz	H6	Bravo96	16S	15	43.13	NA	Zanne-16S/Zanne-16S	Zanne	H12	VIVU	3
1L	B1bz	D1	Charlie100	ITS-1_4	15	13.59	NA	Zanne-ITS/Zanne-ITS	Zanne	D1	AEGL	3
1L	B1bz	D1	Charlie100	LSU	15	41.24	NA	Zanne-LSU/Zanne-LSU	Zanne	D1	AEGL	3
1L	B1bz	D1	Charlie100	16S	15	11.31	NA	Zanne-16S/Zanne-16S	Zanne	D1	AEGL	3
1L	C1tz	E1	Charlie101	ITS-1_4	15	28.6	NA	Zanne-ITS/Zanne-ITS	Zanne	E1	AMAR	3
1L	C1tz	E1	Charlie101	LSU	15	26.09	NA	Zanne-LSU/Zanne-LSU	Zanne	E1	AMAR	3
1L	C1tz	E1	Charlie101	16S	15	7.9	NA	Zanne-16S/Zanne-16S	Zanne	E1	AMAR	3
1L	C1bz	F1	Charlie102	ITS-1_4	15	27.46	NA	Zanne-ITS/Zanne-ITS	Zanne	F1	AMAR	3
1L	C1bz	F1	Charlie102	LSU	15	24.1	NA	Zanne-LSU/Zanne-LSU	Zanne	F1	AMAR	3
1L	C1bz	F1	Charlie102	16S	15	9.21	NA	Zanne-16S/Zanne-16S	Zanne	F1	AMAR	3
1L	D1tz	G1	Charlie103	ITS-1_4	15	17.5	NA	Zanne-ITS/Zanne-ITS	Zanne	G1	ASTR	3
1L	D1tz	G1	Charlie103	LSU	15	39.11	NA	Zanne-LSU/Zanne-LSU	Zanne	G1	ASTR	3
1L	D1tz	G1	Charlie103	16S	15	18.12	NA	Zanne-16S/Zanne-16S	Zanne	G1	ASTR	3
1L	D1bz	H1	Charlie104	ITS-1_4	15	23.35	NA	Zanne-ITS/Zanne-ITS	Zanne	H1	ASTR	3
1L	D1bz	H1	Charlie104	LSU	15	40.32	NA	Zanne-LSU/Zanne-LSU	Zanne	H1	ASTR	3
1L	D1bz	H1	Charlie104	16S	15	24.05	NA	Zanne-16S/Zanne-16S	Zanne	H1	ASTR	3
1L	E1tz	A2	Charlie105	ITS-1_4	15	4.76	NA	Zanne-ITS/Zanne-ITS	Zanne	A2	CATO	3
1L	E1tz	A2	Charlie105	LSU	15	37.51	NA	Zanne-LSU/Zanne-LSU	Zanne	A2	CATO	3
1L	E1tz	A2	Charlie105	16S	15	29.95	NA	Zanne-16S/Zanne-16S	Zanne	A2	CATO	3
1L	E1bz	B2	Charlie106	ITS-1_4	15	6.51	NA	Zanne-ITS/Zanne-ITS	Zanne	B2	CATO	3
1L	E1bz	B2	Charlie106	LSU	15	39.74	NA	Zanne-LSU/Zanne-LSU	Zanne	B2	CATO	3
1L	E1bz	B2	Charlie106	16S	15	30.63	NA	Zanne-16S/Zanne-16S	Zanne	B2	CATO	3
1L	F1tz	C2	Charlie107	ITS-1_4	15	9.87	NA	Zanne-ITS/Zanne-ITS	Zanne	C2	CEOC	3
1L	F1tz	C2	Charlie107	LSU	15	37.61	NA	Zanne-LSU/Zanne-LSU	Zanne	C2	CEOC	3
1L	F1tz	C2	Charlie107	16S	15	11.42	NA	Zanne-16S/Zanne-16S	Zanne	C2	CEOC	3
1L	F1bz	D2	Charlie108	ITS-1_4	15	12.05	NA	Zanne-ITS/Zanne-ITS	Zanne	D2	CEOC	3
1L	F1bz	D2	Charlie108	LSU	15	33.03	NA	Zanne-LSU/Zanne-LSU	Zanne	D2	CEOC	3
1L	F1bz	D2	Charlie108	16S	15	15.97	NA	Zanne-16S/Zanne-16S	Zanne	D2	CEOC	3
1L	G1tz	E2	Charlie109	ITS-1_4	15	17.59	NA	Zanne-ITS/Zanne-ITS	Zanne	E2	CEOC2	1
1L	G1tz	E2	Charlie109	LSU	15	35.21	NA	Zanne-LSU/Zanne-LSU	Zanne	E2	CEOC2	1
1L	G1tz	E2	Charlie109	16S	15	9.07	NA	Zanne-16S/Zanne-16S	Zanne	E2	CEOC2	1
1L	G1bz	F2	Charlie110	ITS-1_4	15	30.49	NA	Zanne-ITS/Zanne-ITS	Zanne	F2	CEOC2	1
1L	G1bz	F2	Charlie110	LSU	15	44.46	NA	Zanne-LSU/Zanne-LSU	Zanne	F2	CEOC2	1
1L	G1bz	F2	Charlie110	16S	15	16.88	NA	Zanne-16S/Zanne-16S	Zanne	F2	CEOC2	1
1L	H1tz	G2	Charlie111	ITS-1_4	15	17.83	NA	Zanne-ITS/Zanne-ITS	Zanne	G2	COFL	3
1L	H1tz	G2	Charlie111	LSU	15	35.86	NA	Zanne-LSU/Zanne-LSU	Zanne	G2	COFL	3
1L	H1tz	G2	Charlie111	16S	15	12.14	NA	Zanne-16S/Zanne-16S	Zanne	G2	COFL	3
1L	H1bz	H2	Charlie112	ITS-1_4	15	15.7	NA	Zanne-ITS/Zanne-ITS	Zanne	H2	COFL	3
1L	H1bz	H2	Charlie112	LSU	15	7.48	NA	Zanne-LSU/Zanne-LSU	Zanne	H2	COFL	3
1L	H1bz	H2	Charlie112	16S	15	17.04	NA	Zanne-16S/Zanne-16S	Zanne	H2	COFL	3
1L	I1tz	A3	Charlie113	ITS-1_4	15	1.63	NA	Zanne-ITS/Zanne-ITS	Zanne	A3	DIVI	3
1L	I1tz	A3	Charlie113	LSU	15	14.22	NA	Zanne-LSU/Zanne-LSU	Zanne	A3	DIVI	3
1L	I1tz	A3	Charlie113	16S	15	3.14	NA	Zanne-16S/Zanne-16S	Zanne	A3	DIVI	3
1L	I1bz	B3	Charlie114	ITS-1_4	15	1.4	NA	Zanne-ITS/Zanne-ITS	Zanne	B3	DIVI	3
1L	I1bz	B3	Charlie114	LSU	15	11.18	NA	Zanne-LSU/Zanne-LSU	Zanne	B3	DIVI	3
1L	I1bz	B3	Charlie114	16S	15	2.22	NA	Zanne-16S/Zanne-16S	Zanne	B3	DIVI	3
1L	J1tz	C3	Charlie115	ITS-1_4	15	6.34	NA	Zanne-ITS/Zanne-ITS	Zanne	C3	FRAM	3
1L	J1tz	C3	Charlie115	LSU	15	33.15	NA	Zanne-LSU/Zanne-LSU	Zanne	C3	FRAM	3
1L	J1tz	C3	Charlie115	16S	15	11.34	NA	Zanne-16S/Zanne-16S	Zanne	C3	FRAM	3
1L	J1bz	D3	Charlie116	ITS-1_4	15	5.04	NA	Zanne-ITS/Zanne-ITS	Zanne	D3	FRAM	3
1L	J1bz	D3	Charlie116	LSU	15	9.84	NA	Zanne-LSU/Zanne-LSU	Zanne	D3	FRAM	3
1L	J1bz	D3	Charlie116	16S	15	5.17	NA	Zanne-16S/Zanne-16S	Zanne	D3	FRAM	3
1L	K1tz	E3	Charlie117	ITS-1_4	15	5.48	NA	Zanne-ITS/Zanne-ITS	Zanne	E3	GLTR	3
1L	K1tz	E3	Charlie117	LSU	15	12.21	NA	Zanne-LSU/Zanne-LSU	Zanne	E3	GLTR	3
1L	K1tz	E3	Charlie117	16S	15	7.67	NA	Zanne-16S/Zanne-16S	Zanne	E3	GLTR	3
1L	K1bz	F3	Charlie118	ITS-1_4	15	20.25	NA	Zanne-ITS/Zanne-ITS	Zanne	F3	GLTR	3
1L	K1bz	F3	Charlie118	LSU	15	35.63	NA	Zanne-LSU/Zanne-LSU	Zanne	F3	GLTR	3
1L	K1bz	F3	Charlie118	16S	15	11.21	NA	Zanne-16S/Zanne-16S	Zanne	F3	GLTR	3
1L	L1tz	G3	Charlie119	ITS-1_4	15	3.18	NA	Zanne-ITS/Zanne-ITS	Zanne	G3	JUNI	1
1L	L1tz	G3	Charlie119	LSU	15	15.57	NA	Zanne-LSU/Zanne-LSU	Zanne	G3	JUNI	1
1L	L1tz	G3	Charlie119	16S	15	2.02	NA	Zanne-16S/Zanne-16S	Zanne	G3	JUNI	1
1L	L1bz	H3	Charlie120	ITS-1_4	15	10.23	NA	Zanne-ITS/Zanne-ITS	Zanne	H3	JUNI	1
1L	L1bz	H3	Charlie120	LSU	15	21.14	NA	Zanne-LSU/Zanne-LSU	Zanne	H3	JUNI	1
1L	L1bz	H3	Charlie120	16S	15	1.92	NA	Zanne-16S/Zanne-16S	Zanne	H3	JUNI	1
1L	M1tz	A4	Charlie121	ITS-1_4	15	3.04	NA	Zanne-ITS/Zanne-ITS	Zanne	A4	JUVI	3
1L	M1tz	A4	Charlie121	LSU	15	6.91	NA	Zanne-LSU/Zanne-LSU	Zanne	A4	JUVI	3
1L	M1tz	A4	Charlie121	16S	15	4.39	NA	Zanne-16S/Zanne-16S	Zanne	A4	JUVI	3
1L	M1bz	B4	Charlie122	ITS-1_4	15	2.8	NA	Zanne-ITS/Zanne-ITS	Zanne	B4	JUVI	3
1L	M1bz	B4	Charlie122	LSU	15	4.31	NA	Zanne-LSU/Zanne-LSU	Zanne	B4	JUVI	3
1L	M1bz	B4	Charlie122	16S	15	3.69	NA	Zanne-16S/Zanne-16S	Zanne	B4	JUVI	3
1L	N1tz	C4	Charlie123	ITS-1_4	15	2.48	NA	Zanne-ITS/Zanne-ITS	Zanne	C4	JUVI2	1
1L	N1tz	C4	Charlie123	LSU	15	3.8	NA	Zanne-LSU/Zanne-LSU	Zanne	C4	JUVI2	1
1L	N1tz	C4	Charlie123	16S	15	5.77	NA	Zanne-16S/Zanne-16S	Zanne	C4	JUVI2	1
1L	N1bz	D4	Charlie124	ITS-1_4	15	4.8	NA	Zanne-ITS/Zanne-ITS	Zanne	D4	JUVI2	1
1L	N1bz	D4	Charlie124	LSU	15	11.59	NA	Zanne-LSU/Zanne-LSU	Zanne	D4	JUVI2	1
1L	N1bz	D4	Charlie124	16S	15	6.93	NA	Zanne-16S/Zanne-16S	Zanne	D4	JUVI2	1
1L	O1tz	E4	Charlie125	ITS-1_4	15	3.9	NA	Zanne-ITS/Zanne-ITS	Zanne	E4	LOMA	1
1L	O1tz	E4	Charlie125	LSU	15	8.82	NA	Zanne-LSU/Zanne-LSU	Zanne	E4	LOMA	1
1L	O1tz	E4	Charlie125	16S	15	3.26	NA	Zanne-16S/Zanne-16S	Zanne	E4	LOMA	1
1L	O1bz	F4	Charlie126	ITS-1_4	15	3.96	NA	Zanne-ITS/Zanne-ITS	Zanne	F4	LOMA	1
1L	O1bz	F4	Charlie126	LSU	15	9.16	NA	Zanne-LSU/Zanne-LSU	Zanne	F4	LOMA	1
1L	O1bz	F4	Charlie126	16S	15	15.21	NA	Zanne-16S/Zanne-16S	Zanne	F4	LOMA	1
1L	P1tz	G4	Charlie127	ITS-1_4	15	4.27	NA	Zanne-ITS/Zanne-ITS	Zanne	G4	PIEC	1
1L	P1tz	G4	Charlie127	LSU	15	20.1	NA	Zanne-LSU/Zanne-LSU	Zanne	G4	PIEC	1
1L	P1tz	G4	Charlie127	16S	15	6.37	NA	Zanne-16S/Zanne-16S	Zanne	G4	PIEC	1
1L	P1bz	H4	Charlie128	ITS-1_4	15	8.82	NA	Zanne-ITS/Zanne-ITS	Zanne	H4	PIEC	1
1L	P1bz	H4	Charlie128	LSU	15	24.73	NA	Zanne-LSU/Zanne-LSU	Zanne	H4	PIEC	1
1L	P1bz	H4	Charlie128	16S	15	6.33	NA	Zanne-16S/Zanne-16S	Zanne	H4	PIEC	1
1L	Q1tz	A5	Charlie129	ITS-1_4	15	0.22	NA	Zanne-ITS/Zanne-ITS	Zanne	A5	PIST	3
1L	Q1tz	A5	Charlie129	LSU	15	6.49	NA	Zanne-LSU/Zanne-LSU	Zanne	A5	PIST	3
1L	Q1tz	A5	Charlie129	16S	15	2.48	NA	Zanne-16S/Zanne-16S	Zanne	A5	PIST	3
1L	Q1bz	B5	Charlie130	ITS-1_4	15	0.21	NA	Zanne-ITS/Zanne-ITS	Zanne	B5	PIST	3
1L	Q1bz	B5	Charlie130	LSU	15	12.6	NA	Zanne-LSU/Zanne-LSU	Zanne	B5	PIST	3
1L	Q1bz	B5	Charlie130	16S	15	3.82	NA	Zanne-16S/Zanne-16S	Zanne	B5	PIST	3
1L	R1tz	C5	Charlie131	ITS-1_4	15	0.22	NA	Zanne-ITS/Zanne-ITS	Zanne	C5	PLOC	3
1L	R1tz	C5	Charlie131	LSU	15	11.26	NA	Zanne-LSU/Zanne-LSU	Zanne	C5	PLOC	3
1L	R1tz	C5	Charlie131	16S	15	7.28	NA	Zanne-16S/Zanne-16S	Zanne	C5	PLOC	3
1L	R1bz	D5	Charlie132	ITS-1_4	15	0.2	NA	Zanne-ITS/Zanne-ITS	Zanne	D5	PLOC	3
1L	R1bz	D5	Charlie132	LSU	15	18.14	NA	Zanne-LSU/Zanne-LSU	Zanne	D5	PLOC	3
1L	R1bz	D5	Charlie132	16S	15	18.73	NA	Zanne-16S/Zanne-16S	Zanne	D5	PLOC	3
1L	S1tz	E5	Charlie133	ITS-1_4	15	0.2	NA	Zanne-ITS/Zanne-ITS	Zanne	E5	PRSE/PRVI	3
1L	S1tz	E5	Charlie133	LSU	15	23.36	NA	Zanne-LSU/Zanne-LSU	Zanne	E5	PRSE/PRVI	3
1L	S1tz	E5	Charlie133	16S	15	8.63	NA	Zanne-16S/Zanne-16S	Zanne	E5	PRSE/PRVI	3
1L	S1bz	F5	Charlie134	ITS-1_4	15	0.19	NA	Zanne-ITS/Zanne-ITS	Zanne	F5	PRSE/PRVI	3
1L	S1bz	F5	Charlie134	LSU	15	8.79	NA	Zanne-LSU/Zanne-LSU	Zanne	F5	PRSE/PRVI	3
1L	S1bz	F5	Charlie134	16S	15	9.42	NA	Zanne-16S/Zanne-16S	Zanne	F5	PRSE/PRVI	3
1L	T1tz	G5	Charlie135	ITS-1_4	15	0.58	NA	Zanne-ITS/Zanne-ITS	Zanne	G5	QUAL	1
1L	T1tz	G5	Charlie135	LSU	15	5.66	NA	Zanne-LSU/Zanne-LSU	Zanne	G5	QUAL	1
1L	T1tz	G5	Charlie135	16S	15	7.45	NA	Zanne-16S/Zanne-16S	Zanne	G5	QUAL	1
1L	T1bz	H5	Charlie136	ITS-1_4	15	0.2	NA	Zanne-ITS/Zanne-ITS	Zanne	H5	QUAL	1
1L	T1bz	H5	Charlie136	LSU	15	21.35	NA	Zanne-LSU/Zanne-LSU	Zanne	H5	QUAL	1
1L	T1bz	H5	Charlie136	16S	15	5.15	NA	Zanne-16S/Zanne-16S	Zanne	H5	QUAL	1
1L	U1tz	A6	Charlie137	ITS-1_4	15	2.55	NA	Zanne-ITS/Zanne-ITS	Zanne	A6	QUVE	3
1L	U1tz	A6	Charlie137	LSU	15	5.58	NA	Zanne-LSU/Zanne-LSU	Zanne	A6	QUVE	3
